Marka,Model,Yil,Km,Vites,Yakit,Fiyat,Tuketim
Renault,Fluence 1.5 dCi Extreme Edition,2011,216000,Manuel Vites,Dizel,72500,6.0
Renault,Fluence 1.5 dCi Icon,2015,150000,Manuel Vites,Dizel,112000,6.0
Renault,Symbol 1.5 dCi Authentique,2012,230000,Manuel Vites,Dizel,53000,6.0
Renault,Symbol 1.4 16V Dynamique,2011,200000,Manuel Vites,Benzin,35750,6.0
Renault,Megane 1.6 Alize,1998,200000,Manuel Vites,Benzin,27500,6.0
Renault,19 1.4 Europa RN,1995,200000,Manuel Vites,Benzin,19750,6.0
Renault,Megane 1.6 CC Dynamique,2005,218000,Manuel Vites,Benzin,39500,6.0
Renault,Clio 1.5 dCi SportTourer Joy,2013,156000,Manuel Vites,Dizel,73900,6.0
Renault,Fluence 1.5 dCi Touch,2016,63710,Otomatik Vites,Dizel,128500,6.0
Renault,Fluence 1.5 dCi Touch,2016,63710,Otomatik Vites,Dizel,128500,6.0
Renault,Fluence 1.5 dCi Touch,2015,139000,Otomatik Vites,Dizel,98500,6.0
Renault,Symbol 1.5 dCi,2015,120473,Manuel Vites,Dizel,59250,6.0
Mercedes,A Serisi A 180 CDI BlueEfficiency Style,2014,182000,Otomatik Vites,Dizel,199500,6.0
Renault,Clio 1.4 Alize,2006,150000,Manuel Vites,Benzin,41500,6.0
Renault,Megane II Megane II,2004,210000,Otomatik Vites,Benzin,59999,6.0
Renault,Megane II Megane II,2005,229000,Manuel Vites,Dizel,47900,7.0
Renault,R 9 1.4 Broadway 1.4 Broadway,1993,350000,Manuel Vites,Benzin,20000,6.0
Renault,Fluence 1.5 dCi Authentique,2010,148000,Manuel Vites,Dizel,72444,6.0
Renault,Megane 1.6 Dynamique,2004,174000,Manuel Vites,Benzin,64000,7.0
Renault,Symbol 1.5 dCi Authentique,2010,193000,Manuel Vites,Dizel,57500,6.0
Renault,19 1.6 Europa RTE,1999,287,Manuel Vites,Benzin,18750,6.0
Renault,Koleos 2.0 DCi Privilege,2012,116900,Otomatik Vites,Dizel,130000,7.0
Renault,Fluence 1.5 dCi Touch,2014,197000,Manuel Vites,Dizel,79500,6.0
Renault,Laguna 2.0,1998,357000,Manuel Vites,Benzin,31000,7.0
Renault,Symbol 1.2 Joy,2015,22000,Manuel Vites,Benzin,73000,5.5
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
Renault,Megane 2.0,1998,280000,Manuel Vites,Benzin,30000,7.0
Renault,Fluence 1.5 dCi Touch Plus,2013,151000,Manuel Vites,Dizel,78750,7.0
Renault,15 15,2009,178000,Manuel Vites,Dizel,55000,7.0
Renault,Fluence 1.5 dCi Extreme Edition,2012,203000,Manuel Vites,Dizel,75750,7.0
Renault,Fluence 1.5 dCi Icon,2016,95000,Manuel Vites,Dizel,108000,7.0
Renault,Clio 1.5 dCi SportTourer Joy,2015,70000,Manuel Vites,Dizel,89000,6.0
Renault,Symbol,2020,40,Manuel Vites,Benzin,104250,5.5
Renault,Clio 1.5 DCi Alize,2005,267000,Manuel Vites,Dizel,35900,6.0
Renault,Fluence 1.5 dCi Business,2011,269500,Manuel Vites,Dizel,64900,6.0
Renault,Clio 1.4 16V,2002,216000,Manuel Vites,Benzin,38000,6.0
Renault,Broadway Broadway,1997,235000,Manuel Vites,Benzin,22000,6.0
Renault,Clio 1.4 Authentique,2008,280500,Manuel Vites,Benzin,40000,6.0
Renault,Clio 1.5 dCi Touch,2017,126000,Manuel Vites,Dizel,98900,6.0
Renault,Clio 1.5 dCi Touch,2017,127000,Manuel Vites,Dizel,98900,6.0
Renault,Clio 1.5 dCi Icon,2016,102000,Otomatik Vites,Dizel,118900,6.0
Renault,Clio 1.5 dCi Touch,2017,110000,Manuel Vites,Dizel,99900,6.0
Renault,Captur 1.5 dCi Icon,2018,63000,Otomatik Vites,Dizel,164500,6.0
Renault,Megane III Megane III,2013,119000,Otomatik Vites,Benzin,104000,7.0
Renault,19 1.4 Europa RN,1995,225,Manuel Vites,Benzin,21500,6.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
Renault,Latitude 1.5 dCi Privilege,2011,244000,Manuel Vites,Dizel,95000,6.0
Renault,Fluence 1.5 dCi Touch Plus,2013,158000,Manuel Vites,Dizel,81500,8.0
Renault,Scenic 1.6 Privilege BVA,2005,125000,Manuel Vites,Benzin,62250,6.0
Renault,Megane 1.6 Expression,2003,95000,Manuel Vites,Benzin,51500,6.0
Renault,Clio 1.5 dCi SportTourer Joy,2018,30000,Manuel Vites,Dizel,116900,6.0
Renault,Clio 1.2,2008,170000,Manuel Vites,Benzin,55000,5.5
Renault,19 1.6 Europa RTE,2001,145000,Manuel Vites,Benzin,32000,6.0
Renault,Kadjar 1.5 dCi EDC Icon,2016,60000,Otomatik Vites,Dizel,195000,6.0
Renault,Clio 1.2 Touch,2014,20500,Otomatik Vites,Benzin,110000,5.5
Renault,Megane 1.5 dCi Dynamic,2004,280000,Manuel Vites,Dizel,46500,5.5
Renault,Megane 1.5 DCi Extreme,2008,180000,Manuel Vites,Dizel,55000,6.0
Renault,Clio 1.4 RTA,1998,300000,Manuel Vites,Benzin,28500,6.0
Renault,Clio 1.6 RXT,2000,250000,Manuel Vites,Benzin,29500,6.0
Renault,Clio 1.5 dCi Joy,2016,164000,Manuel Vites,Dizel,78750,6.0
Renault,Clio 1.5 dCi SportTourer Joy,2016,144000,Manuel Vites,Dizel,86900,6.0
Renault,Megane 1.5 dCi Sport Tourer Privilege,2010,57000,Manuel Vites,Dizel,121500,6.0
Renault,Clio 1.5 dCi,2003,298,Manuel Vites,Dizel,29750,6.0
Renault,Clio 1.5 dCi SportTourer Touch,2016,125000,Otomatik Vites,Dizel,99500,6.0
Renault,Megane 1.5 DCi Dynamique,2005,159000,Manuel Vites,Dizel,48750,7.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Renault,Fluence 1.5 dCi Joy,2013,1111,Manuel Vites,Dizel,64000,6.0
Renault,Symbol 1.5 dCi,2008,227,Manuel Vites,Dizel,44500,7.0
Renault,Symbol 1.5 dCi,2012,181000,Manuel Vites,Dizel,53000,6.0
Renault,Fluence 1.5 dCi Touch,2015,62000,Manuel Vites,Dizel,108250,6.0
Renault,Fluence 1.5 dCi Touch,2015,205000,Manuel Vites,Dizel,89500,7.0
Renault,Clio 1.5 dCi SportTourer Joy,2016,150000,Manuel Vites,Dizel,82750,7.0
Renault,Symbol 1.5 dCi Joy,2017,90000,Manuel Vites,Dizel,82750,6.0
Renault,Clio 1.5 dCi SportTourer Joy,2016,199900,Manuel Vites,Dizel,82750,6.0
Renault,11 Diğer,1988,235000,Manuel Vites,Benzin,16200,6.0
Renault,19 1.6 Europa RT,1996,275050,Manuel Vites,Benzin,21000,6.0
Renault,Symbol 1.2 Joy,2016,52000,Manuel Vites,Benzin,53500,5.5
Renault,Megane 1.6 Authentique,2001,200000,Manuel Vites,Benzin,28000,7.0
Renault,Fluence 1.5 dCi Icon,2016,60500,Otomatik Vites,Dizel,130000,6.0
Renault,R 9 1.4 Broadway,1992,235,Manuel Vites,Benzin,16500,6.0
Renault,Toros Toros,1990,1,Manuel Vites,Benzin,18750,6.0
Renault,R 9 1.6 Fairway,1994,1,Manuel Vites,Benzin,12750,6.0
Renault,R 21 Manager,1992,11,Manuel Vites,Benzin,9750,6.0
Renault,Laguna 2.0 RXT,1996,200000,Manuel Vites,Benzin,29000,7.0
Renault,Fluence 1.5 dCi Extreme,2012,150000,Manuel Vites,Dizel,78000,6.0
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2017,52500,Otomatik Vites,Dizel,208500,6.0
Renault,Clio 1.4,2005,294000,Manuel Vites,Benzin,36500,6.0
Renault,12 Toros,1992,161000,Manuel Vites,Benzin,24750,6.0
Renault,Megane 1.5 DCi Extreme,2008,212000,Manuel Vites,Dizel,55000,6.0
Renault,Megane 1.6 CC Dynamic,2002,290000,Manuel Vites,Benzin,33000,7.0
Renault,Megane 1.6 Authentique,2009,330000,Manuel Vites,Benzin,47000,7.0
Renault,Symbol 1.5 dCi,2011,241000,Manuel Vites,Dizel,48500,7.0
Renault,Clio 1.2 Grandtour Extreme,2011,106000,Manuel Vites,Benzin,83000,5.5
Renault,Symbol 1.5 dCi,2017,52000,Manuel Vites,Dizel,90000,6.0
Renault,Fluence 1.5 dCi Touch Plus,2016,116000,Manuel Vites,Dizel,94750,6.0
Renault,12 Toros,1992,111111,Manuel Vites,Benzin,13500,6.0
Renault,19 1.4 Europa RN,1995,190500,Manuel Vites,Benzin,22000,6.0
Renault,Clio 1.5 dCi Joy,2016,167000,Manuel Vites,Dizel,90000,6.0
Renault,Clio 1.4,2001,211000,Manuel Vites,Benzin,33000,6.0
Renault,Clio 1.2,2014,41700,Manuel Vites,Benzin,88000,5.5
Renault,Symbol,2020,18,Otomatik Vites,Dizel,228000,6.0
Renault,Megane 2.0 RXE,1999,210000,Otomatik Vites,Benzin,37900,7.0
Renault,R 9 1.4 Broadway,1993,350000,Manuel Vites,Benzin,18500,6.0
Renault,Megane II Megane II,2009,178000,Manuel Vites,Dizel,60000,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Renault,Clio 1.5 DCi Authentique,2011,179500,Manuel Vites,Dizel,66250,6.0
Renault,Clio 1.5 DCi Authentique,2003,250000,Manuel Vites,Dizel,32500,6.0
Renault,Megane III Megane III,2011,137500,Manuel Vites,Dizel,99500,6.0
Renault,Symbol,2013,108510,Otomatik Vites,Benzin,134900,6.0
Renault,Clio 1.5 dCi Joy,2016,142000,Manuel Vites,Dizel,82750,6.0
Renault,9 Broadway,1994,150000,Manuel Vites,Benzin,15250,6.0
Renault,Talisman 1.6 dCi Touch,2018,20000,Otomatik Vites,Dizel,275000,6.0
Renault,19 1.4 Europa RN,1996,205000,Manuel Vites,Benzin,27000,5.5
Renault,Koleos 1.6 dCi Icon,2017,137500,Otomatik Vites,Dizel,240000,6.0
Renault,Symbol 1.5 dCi Joy,2015,86000,Manuel Vites,Dizel,70000,6.0
Renault,Fluence 1.5 dCi Touch,2016,178000,Manuel Vites,Dizel,89000,6.0
Renault,12 Toros,1994,232,Manuel Vites,Benzin,14500,6.0
Renault,Megane 1.6,2019,6250,Manuel Vites,Benzin,147500,7.0
Renault,Megane II Megane II,2006,260,Manuel Vites,Dizel,49500,6.0
Renault,Fluence 1.5 dCi Privilege,2012,28,Manuel Vites,Dizel,75000,7.0
Renault,Fluence 1.5 dCi Joy,2014,224000,Manuel Vites,Dizel,81000,6.0
Renault,19 R 19 Beymen Club,1997,253000,Manuel Vites,Benzin,23000,7.0
Renault,Fluence 1.5 dCi Touch Plus,2013,200,Manuel Vites,Dizel,87500,6.0
Renault,Clio 1.5 dCi Joy,2018,80000,Manuel Vites,Dizel,99250,6.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Renault,Megane II Megane II,2008,230,Manuel Vites,Dizel,55500,6.0
Renault,12 Toros,1991,123456,Manuel Vites,Benzin,13750,6.0
Renault,Megane II Megane II,2004,260000,Manuel Vites,Benzin,47000,7.0
Renault,Clio 1.4 16V,2001,320000,Manuel Vites,Benzin,31750,7.0
Renault,9 Broadway,1997,200000,Manuel Vites,Benzin,22000,6.0
Renault,Symbol,2018,22024,Manuel Vites,Benzin,111000,5.5
Renault,9 Spring,1992,320,Manuel Vites,Benzin,10000,6.0
Renault,Fluence,2015,182684,Manuel Vites,Dizel,121500,6.0
Renault,19 1.6 Europa Alize,2000,200000,Manuel Vites,Benzin,40500,6.0
Renault,Kadjar 1.5 dCi Icon,2017,27000,Manuel Vites,Dizel,205000,6.0
Renault,Megane 1.6 CC Dynamique,2002,298000,Manuel Vites,Benzin,44700,7.0
Renault,Fluence 1.5 dCi Icon,2016,178000,Manuel Vites,Dizel,113000,7.0
Renault,Fluence 1.5 dCi Icon,2015,172000,Manuel Vites,Dizel,112500,7.0
Renault,Symbol,2020,5154,Otomatik Vites,Dizel,300000,6.0
Renault,Clio 1.5 dCi Touch,2017,70000,Otomatik Vites,Dizel,126700,6.0
Renault,Megane 1.5 dCi GT-Line,2015,124000,Otomatik Vites,Dizel,114700,6.0
Renault,Megane 1.9 dCi Dynamique,2003,256000,Manuel Vites,Dizel,36700,7.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
Renault,Diğer Diğer,2004,345000,Manuel Vites,Dizel,37000,6.0
Renault,Grand Scenic 1.5 dCi Privilege,2012,200000,Otomatik Vites,Dizel,109900,6.0
Renault,Clio 1.4 Authentique,2005,224000,Manuel Vites,Benzin,50000,6.0
Renault,Clio 1.4 16V,2006,168000,Manuel Vites,Benzin,37500,6.0
Renault,Symbol 1.5 dCi Authentique,2008,186406,Manuel Vites,Dizel,48500,6.0
Renault,Symbol 1.5 dCi Joy,2016,58000,Manuel Vites,Dizel,95000,6.0
Renault,Megane 1.6 CC Authentique,2009,242000,Manuel Vites,Benzin,51500,6.0
Renault,Megane 1.6 RTE,1999,325,Manuel Vites,Benzin,36500,7.0
Renault,Megane 1.6 RTE,1999,325,Manuel Vites,Benzin,36500,6.0
Renault,Latitude 1.5 dCi Expression,2012,142000,Manuel Vites,Dizel,89000,6.0
Renault,Clio 1.5 DCi Authentique,2005,221000,Manuel Vites,Dizel,33400,6.0
Renault,Megane 1.2 TCe Bose,2010,165000,Manuel Vites,Dizel,55000,6.0
Renault,Clio 1.4 RTA,1999,227000,Manuel Vites,Benzin,29900,6.0
Renault,Symbol 1.5 dCi,2011,180000,Manuel Vites,Dizel,46000,7.0
Renault,Laguna 2.0 RXT,2000,290000,Manuel Vites,Benzin,26000,7.0
Renault,Clio 1.5 DCi Extreme,2008,220000,Manuel Vites,Dizel,48500,7.0
Renault,19 1.6 Europa RT,1998,190000,Manuel Vites,Benzin,22500,7.0
Renault,Symbol 1.4 Authentique,2009,101000,Manuel Vites,Benzin,57000,6.0
Volkswagen,Polo 1.4 TDI Comfortline,2017,142000,Otomatik Vites,Dizel,123500,6.0
Renault,Megane II Megane II,2006,230000,Manuel Vites,Dizel,57750,6.0
Renault,Fluence 1.6 Extreme,2012,90000,Otomatik Vites,Benzin,66500,6.0
Renault,12 TX,1988,111111,Manuel Vites,Benzin,12500,6.0
Renault,Clio 1.5 dCi Joy,2015,59000,Manuel Vites,Dizel,92750,6.0
Renault,Megane II Megane II,2004,181525,Otomatik Vites,Benzin,52500,6.0
Renault,11 Flash,1990,299955,Manuel Vites,Benzin,12500,7.0
Renault,Megane 1.5 DCi Privilege,2008,234000,Manuel Vites,Dizel,58500,6.0
Renault,Laguna 2.0,2002,300000,Manuel Vites,Benzin,27000,7.0
Renault,Megane 1.5 dCi GT-Line,2015,127000,Otomatik Vites,Dizel,125000,7.0
Renault,R 12 TX,1984,12,Manuel Vites,Benzin,12000,6.0
Renault,Megane 1.5 dCi Touch,2017,57000,Otomatik Vites,Dizel,141900,6.0
Renault,Megane 1.6 RXI,2002,375000,Manuel Vites,Benzin,43000,6.0
Renault,Clio 1.5 dCi Grandtour Authentique,2012,120000,Manuel Vites,Dizel,69000,6.0
Renault,Fluence 1.5 dCi Business,2011,188000,Manuel Vites,Dizel,72000,6.0
Renault,Symbol 1.5 dCi Joy,2016,126000,Manuel Vites,Dizel,74500,6.0
Renault,Symbol 1.2 Authentique,2009,81000,Manuel Vites,Benzin,56500,5.5
Renault,Megane 1.6 Dynamique,2004,306000,Manuel Vites,Benzin,51000,6.0
Renault,Symbol 1.5 dCi,2010,190,Manuel Vites,Dizel,51500,6.0
Renault,Clio 1.5 dCi Grandtour Authentique,2012,260000,Manuel Vites,Dizel,39500,6.0
Jeep,Wrangler 2.8 CRD,2014,54000,Otomatik Vites,Dizel,457500,8.0
Renault,Symbol 1.5 dCi Joy,2017,49000,Manuel Vites,Dizel,93000,6.0
Renault,Megane 1.5 dCi Icon,2017,59800,Otomatik Vites,Dizel,173900,6.0
Renault,Grand Scenic 1.5 dCi Privilege,2012,146000,Otomatik Vites,Dizel,109900,6.0
Renault,Clio 1.5 dCi Joy,2018,46000,Manuel Vites,Dizel,106000,6.0
Renault,Clio 1.5 dCi Joy,2017,32000,Manuel Vites,Dizel,98500,6.0
Renault,Clio 1.5 dCi Joy,2017,59000,Manuel Vites,Dizel,99500,6.0
Renault,Clio 1.5 dCi Joy,2017,129850,Manuel Vites,Dizel,95000,6.0
Renault,Clio 1.5 dCi,2017,129850,Manuel Vites,Benzin,95000,6.0
Renault,Fluence 1.5 dCi Touch,2015,102000,Manuel Vites,Dizel,100000,6.0
Renault,Clio 1.5 dCi Joy,2017,66800,Manuel Vites,Dizel,100900,6.0
Renault,Clio 1.2 Icon,2015,27000,Manuel Vites,Benzin,90000,5.5
Renault,Clio 1.5 dCi Touch,2018,27000,Manuel Vites,Dizel,118000,6.0
Renault,12 TS,1978,231,Manuel Vites,Benzin,9500,5.5
Renault,9 Broadway,1994,179000,Manuel Vites,Benzin,22000,6.0
Renault,Megane 1.5 dCi Dynamic,2007,239234,Manuel Vites,Dizel,55000,6.0
Renault,Megane II Megane II,2009,217000,Manuel Vites,Dizel,61000,6.0
Renault,12 TSW,1984,231,Manuel Vites,Benzin,11000,6.0
Renault,Megane 1.6 Authentique,1999,267,Manuel Vites,Benzin,25500,7.0
Renault,Fluence 1.5 dCi Touch,2015,105,Manuel Vites,Dizel,102000,6.0
Renault,Fluence 1.5 dCi Touch,2014,124000,Otomatik Vites,Dizel,105500,6.0
Renault,Fluence 1.5 dCi Privilege,2012,98000,Manuel Vites,Dizel,93000,6.0
Renault,Fluence 1.5 dCi,2012,240,Manuel Vites,Dizel,65000,7.0
Renault,Symbol 1.2 Joy,2016,48000,Manuel Vites,Benzin,75750,5.5
Renault,Megane II Megane II,2004,317000,Manuel Vites,Dizel,59000,6.0
Renault,Megane 1.5 dCi Dynamic,2004,280000,Manuel Vites,Dizel,46750,7.0
Renault,Fluence 1.5 dCi Privilege,2011,288000,Manuel Vites,Dizel,75000,6.0
Renault,19 1.4 Europa RNA,1996,393000,Manuel Vites,Benzin,17900,6.0
Renault,Toros Toros,1992,150000,Manuel Vites,Benzin,13900,6.0
Renault,Broadway Broadway,1994,282000,Manuel Vites,Benzin,14900,6.0
Renault,R 9 1.4 Broadway,1994,240000,Manuel Vites,Benzin,14900,6.0
Renault,R 12 Toros,1992,150000,Manuel Vites,Benzin,13900,6.0
Renault,Symbol 1.2 Authentique,2012,191000,Manuel Vites,Benzin,41900,5.5
Renault,Megane 1.6 Joy,2018,20000,Manuel Vites,Benzin,116900,6.0
Renault,Fluence 1.5 dCi Icon,2015,71000,Otomatik Vites,Dizel,117900,6.0
Renault,Fluence 1.5 dCi Icon,2016,60000,Otomatik Vites,Dizel,145000,6.0
Renault,Symbol 1.5 dCi Joy,2013,249,Manuel Vites,Dizel,58000,6.0
Renault,Fluence 1.5 dCi Touch,2015,145000,Otomatik Vites,Dizel,102000,6.0
Hyundai,Tucson 1.6 GDI Style,2015,75000,Otomatik Vites,Benzin,160000,6.0
Renault,Fluence 1.5 dCi Touch Plus,2015,145000,Manuel Vites,Dizel,100000,6.0
Renault,Clio 1.2,2008,123000,Manuel Vites,Benzin,125000,6.0
Renault,Megane 1.6,2010,220000,Manuel Vites,Benzin,77750,7.0
Renault,Captur 1.5 dCi Icon,2014,144000,Otomatik Vites,Dizel,129999,7.0
Renault,Clio 1.5 dCi Joy,2016,91000,Manuel Vites,Dizel,88750,6.0
Renault,Megane III Megane III,2015,43000,Otomatik Vites,Benzin,125750,6.0
Renault,9 Spring,1993,1234,Manuel Vites,Benzin,13500,6.0
Renault,Fluence 1.5 dCi Touch Plus,2013,58000,Manuel Vites,Dizel,98500,6.0
Renault,Megane 1.5 dCi Touch,2017,101000,Otomatik Vites,Dizel,151500,6.0
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
Renault,R 9 1.7,1995,335000,Manuel Vites,Benzin,13400,7.0
Renault,Clio 1.5 dCi Touch,2018,39500,Otomatik Vites,Dizel,126750,6.0
Renault,Clio 1.2 Turbo Icon,2016,29000,Otomatik Vites,Benzin,122000,5.5
Renault,Fluence 1.5 dCi Icon,2016,100000,Otomatik Vites,Dizel,127000,7.0
Renault,Symbol 1.5 dCi Joy,2015,150000,Manuel Vites,Dizel,75000,7.0
Renault,Clio 1.2 Authentique,2007,82500,Manuel Vites,Benzin,53750,5.5
Renault,Megane 2.0 RXT,1998,312000,Manuel Vites,Benzin,24750,7.0
Renault,Fluence 1.5 dCi Icon,2016,231000,Manuel Vites,Dizel,113000,7.0
Renault,Megane 1.5 dCi Icon,2016,81000,Otomatik Vites,Dizel,152750,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Renault,Fluence 1.5 dCi Icon,2016,140000,Manuel Vites,Dizel,107500,6.0
Renault,Megane III Megane III,2014,136000,Otomatik Vites,Dizel,109000,6.0
Renault,Grand Scenic 1.5 dCi Privilege,2012,83000,Otomatik Vites,Dizel,130000,6.0
Renault,R 9 Broadway RL,1999,202000,Manuel Vites,Benzin,25000,6.0
Renault,Symbol 0.9 Turbo Touch,2013,207000,Manuel Vites,Benzin,61500,5.5
Renault,Fluence 1.5 dCi Touch,2015,250000,Manuel Vites,Dizel,74750,7.0
Renault,Megane III Megane III,2018,87000,Otomatik Vites,Dizel,162000,6.0
Renault,Clio 1.5 dCi Icon,2016,113000,Otomatik Vites,Dizel,105000,6.0
Renault,Fluence 1.5 dCi Icon,2014,126000,Otomatik Vites,Dizel,112000,6.0
Renault,Megane III Megane III,2010,287500,Manuel Vites,Dizel,65000,6.0
Renault,Megane III Megane III,2010,287500,Manuel Vites,Dizel,65000,6.0
Renault,Megane 1.5 dCi Expression Plus,2008,216000,Otomatik Vites,Dizel,46500,6.0
Renault,Fluence 1.5 dCi Icon,2014,155000,Manuel Vites,Dizel,107000,6.0
Renault,Clio 1.2 Extreme,2008,78500,Manuel Vites,Benzin,58000,5.5
Renault,Fluence 1.5 dCi Joy,2013,220,Manuel Vites,Dizel,79000,7.0
Renault,Kadjar 1.5 dCi Icon,2017,42000,Otomatik Vites,Dizel,210000,6.0
Renault,Megane 1.4 Authentique,2003,249000,Manuel Vites,Benzin,34900,6.0
Renault,19 1.4 Europa RNA,1988,198500,Manuel Vites,Benzin,26750,6.0
Renault,Megane 1.6 Dynamique,2004,116000,Manuel Vites,Benzin,57500,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Renault,Megane 1.5 dCi Touch,2019,45000,Otomatik Vites,Dizel,177000,6.0
Renault,12 TX,1984,250,Manuel Vites,Benzin,15000,7.0
Renault,Symbol 1.5 dCi,2008,246000,Manuel Vites,Dizel,52000,6.0
Renault,Fluence 1.5 dCi Touch Plus,2013,133000,Manuel Vites,Dizel,93500,6.0
Renault,Symbol,2018,36464,Otomatik Vites,Dizel,171250,6.0
Renault,Clio 1.5 dCi Icon,2014,165000,Manuel Vites,Dizel,86000,6.0
Renault,Fluence 1.6 Extreme,2010,167000,Manuel Vites,Benzin,65000,6.0
Renault,Clio 1.0 TCe Touch,2020,3600,Otomatik Vites,Benzin,138499,5.5
Renault,Fluence 1.5 dCi Icon,2015,118000,Manuel Vites,Dizel,97500,6.0
Renault,Clio 1.5 dCi Joy,2014,165000,Manuel Vites,Dizel,67500,6.0
Renault,Megane II Megane II,2005,226000,Manuel Vites,Benzin,58750,6.0
Renault,Scenic 1.5 dCi Icon,2014,94000,Otomatik Vites,Dizel,150000,6.0
Renault,Megane II Megane II,2009,214,Manuel Vites,Dizel,58500,6.0
Renault,R 12 SW,1995,11111,Manuel Vites,Benzin,24750,7.0
Renault,Megane 1.5 DCi Authentique,2008,240000,Manuel Vites,Dizel,45750,6.0
Renault,Clio 1.5 dCi Joy,2016,82819,Manuel Vites,Dizel,89750,6.0
Renault,Clio 1.5 DCi Authentique,2004,258,Manuel Vites,Dizel,32750,6.0
Renault,Megane 1.5 DCi Authentique,2008,240000,Manuel Vites,Dizel,45750,5.5
Renault,Megane 1.4 RTA,2001,152000,Manuel Vites,Benzin,45000,6.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Renault,Megane III Megane III,2020,0,Otomatik Vites,Dizel,210000,6.0
Renault,Clio 1.5 dCi Icon,2016,104296,Otomatik Vites,Dizel,118500,6.0
Renault,Clio 1.5 dCi Touch,2019,12400,Manuel Vites,Dizel,81750,6.0
Renault,Clio 1.5 dCi Touch,2019,12400,Manuel Vites,Dizel,81750,6.0
Renault,Clio Diğer,2019,12400,Manuel Vites,Dizel,81750,5.5
Renault,R 9 Spring,1996,168000,Manuel Vites,Benzin,16500,6.0
Renault,Clio Diğer,2019,12400,Manuel Vites,Dizel,81750,5.5
Renault,Clio 1.5 dCi Touch,2019,12500,Manuel Vites,Dizel,81750,6.0
Renault,Symbol 1.5 dCi Expression,2011,222700,Manuel Vites,Dizel,44900,6.0
Renault,12 Toros,1996,50000,Manuel Vites,Benzin,17000,7.0
Renault,Symbol 1.4 16V Expression,2008,220000,Manuel Vites,Benzin,32500,6.0
Renault,Symbol 1.2 Joy,2016,94500,Manuel Vites,Benzin,69200,5.5
Renault,11 Flash S,1993,271000,Manuel Vites,Benzin,17000,7.0
Renault,9 Spring,1995,1234,Manuel Vites,Benzin,13000,6.0
Renault,Clio 1.5 DCi Extreme,2011,203000,Manuel Vites,Dizel,55000,6.0
Renault,Symbol 1.4 16V Expression,2008,225000,Manuel Vites,Benzin,44500,6.0
Renault,Megane 1.5 dCi Touch,2017,89000,Otomatik Vites,Dizel,154500,6.0
Renault,Clio 1.5 DCi Expression,2007,228000,Manuel Vites,Dizel,35000,7.0
Volkswagen,Polo 1.4 TDI Comfortline,2017,142000,Otomatik Vites,Dizel,123500,6.0
Renault,Fluence 1.5 dCi Icon,2013,166000,Manuel Vites,Dizel,82500,6.0
Renault,Clio 1.0 TCe Joy,2020,0,Otomatik Vites,Benzin,137000,5.5
Renault,Fluence 1.5 dCi Extreme Edition,2011,286000,Otomatik Vites,Dizel,67000,6.0
Renault,Fluence 1.5 dCi Extreme,2012,217000,Manuel Vites,Dizel,59000,6.0
Renault,Fluence,2013,200000,Manuel Vites,Dizel,65000,6.0
Renault,Fluence 1.5 dCi Extreme,2011,60400,Manuel Vites,Dizel,87500,6.0
Renault,Symbol 1.5 dCi Joy,2016,124000,Manuel Vites,Dizel,68000,6.0
Renault,Fluence 1.5 dCi Touch,2015,152000,Otomatik Vites,Dizel,93500,6.0
Renault,Megane 1.5 dCi Touch,2017,58000,Otomatik Vites,Dizel,157000,6.0
Renault,Megane 1.5 dCi Touch,2017,62000,Otomatik Vites,Dizel,159000,6.0
Renault,Megane III Megane III,2013,143000,Manuel Vites,Dizel,67000,6.0
Renault,Toros Toros,1995,111,Manuel Vites,Benzin,22000,6.0
Renault,Symbol 1.5 dCi Joy,2016,71000,Manuel Vites,Dizel,83500,6.0
Renault,Fluence 1.5 dCi Touch,2015,63000,Otomatik Vites,Dizel,105000,6.0
Renault,Fluence 1.5 dCi Touch,2014,206000,Otomatik Vites,Dizel,90000,6.0
Renault,Fluence 1.5 dCi Touch,2016,165000,Manuel Vites,Dizel,95000,6.0
Renault,Symbol 1.5 dCi Joy,2016,144000,Manuel Vites,Dizel,77000,6.0
Renault,Symbol 1.5 dCi Joy,2016,100000,Manuel Vites,Dizel,82750,6.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
